Date,Time,Site,Project,Bottle,pH,Temp,DO,SpCond,Turb,ChlugL,Pheo,Cl,Alk,NH3,NO2,NOx,NO3,Si,SO4,OP,TP,TN,TDN,TN_TP_mass,TN_TP_molar,DIN_TP_mass,DIN_TP_molar,SS,Comment
8/8/2015,12:00,WM,RL,1,,,,,,,,18.90,,,,0.020,,,20.2,5.0,104,,,,,-0.718,-0.373,22.49,
8/8/2015,12:00,BR,RL,1,,,,,,,,85.30,,,,0.202,0.623,6.390,58.7,17.0,46,,,,,0.642,0.986,6.35,
8/9/2015,12:00,WM,RL,1,,,,,,,,22.00,,,,0.003,,,20.4,7.0,105,,,,,-1.625,-1.280,15.83,NOx below MDL and reported as half MDL 
8/9/2015,12:00,BR,RL,1,,,,,,,,88.20,,,,0.214,0.441,6.150,58.1,16.0,44,,,,,0.686,1.031,5.47,
8/10/2015,4:00,WM,RL,1,,,,,,,,22.70,,,,0.003,,,20.2,5.0,83,,,,,-1.522,-1.178,13.17,NOx below MDL and reported as half MDL 
8/10/2015,4:00,BR,RL,1,,,,,,,,89.30,,,,0.222,0.478,5.960,57.0,16.0,42,,,,,0.722,1.067,4.76,
8/10/2015,9:30,BR,RL,1,,,,,,,,89.80,,,,0.140,,6.080,56.9,15.0,43,,,,,0.516,0.860,5.92,
8/10/2015,10:00,WM,RL,1,,,,,,,,22.90,,,,0.003,,,20.3,2.0,136,,,,,-1.734,-1.390,36.48,NOx below MDL and reported as half MDL 
8/10/2015,12:00,WM,RL,1,,,,,,,,22.70,,,,0.003,,,20.0,9.0,90,,,,,-1.555,-1.211,16.82,NOx below MDL and reported as half MDL 
8/10/2015,12:00,BR,RL,1,,,,,,,,89.90,,,,0.243,1.102,6.120,56.8,16.0,41,,,,,0.774,1.119,10.70,
8/11/2015,12:00,WM,RL,1,,,,,,,,26.60,,,,0.003,,,19.5,15.0,114,,,,,-1.657,-1.312,16.57,NOx below MDL and reported as half MDL 
8/11/2015,12:40,BR,RL,1,,,,,,,,70.00,,,,0.420,,6.090,48.4,19.0,68,,,,,0.792,1.137,27.22,
8/12/2015,12:00,WM,RL,1,,,,,,,,35.00,,,,0.214,0.865,,21.6,17.0,108,,,,,0.297,0.642,14.83,
8/12/2015,12:40,BR,RL,1,,,,,,,,56.90,,,,0.485,,6.270,53.4,26.0,56,,,,,0.939,1.284,9.75,
8/13/2015,12:00,WM,RL,1,,,,,,,,37.60,,,,0.003,,,21.8,15.0,104,,,,,-1.619,-1.274,12.99,NOx below MDL and reported as half MDL 
8/13/2015,12:40,BR,RL,1,,,,,,,,58.60,,,,0.270,,6.280,58.8,27.0,52,,,,,0.714,1.058,11.29,
8/14/2015,12:00,WM,RL,1,,,,,,,,38.20,,,,0.003,,,21.6,13.0,100,,,,,-1.602,-1.257,12.61,NOx below MDL and reported as half MDL 
8/14/2015,12:40,BR,RL,1,,,,,,,,61.40,,,,0.330,,6.140,56.0,24.0,50,,,,,0.822,1.167,6.74,
8/15/2015,12:00,WM,RL,1,,,,,,,,38.00,,,,0.010,,,20.7,13.0,111,,,,,-1.044,-0.699,17.97,
8/15/2015,12:40,BR,RL,1,,,,,,,,61.80,,,,0.710,,5.650,42.8,28.0,100,,,,,0.853,1.197,34.13,
8/16/2015,12:00,WM,RL,1,,,,,,,,39.60,,,,0.010,,,20.9,9.0,103,,,,,-1.014,-0.669,14.07,
8/16/2015,12:40,BR,RL,1,,,,,,,,71.50,,,,0.530,,6.460,42.4,29.0,66,,,,,0.907,1.251,8.64,
8/17/2015,4:00,WM,RL,1,,,,,,,,42.00,,,,0.003,,,21.7,6.0,70,,,,,-1.450,-1.105,8.69,NOx below MDL and reported as half MDL 
8/17/2015,4:40,BR,RL,1,,,,,,,,70.10,,,,0.600,,6.690,43.8,35.0,72,,,,,0.924,1.269,12.91,
8/17/2015,7:50,BR,RL,1,,,,,,,,70.30,,,,0.610,,6.860,44.9,34.0,69,,,,,0.947,1.292,23.01,
8/17/2015,8:30,WM,RL,1,,,,,,,,43.10,,,,0.010,,,22.2,13.0,104,,,,,-1.016,-0.672,18.80,
8/17/2015,12:00,WM,RL,1,,,,,,,,43.80,,,,0.020,,,22.4,9.0,114,,,,,-0.756,-0.411,17.30,
8/17/2015,12:00,BR,RL,1,,,,,,,,70.30,,,,0.570,,7.040,44.8,18.0,68,,,,,0.923,1.268,8.10,
8/18/2015,12:00,WM,RL,1,,,,,,,,43.20,,,,0.003,,,21.5,2.0,104,,,,,-1.619,-1.274,11.20,NOx below MDL and reported as half MDL 
8/18/2015,12:00,BR,RL,1,,,,,,,,71.40,,,,0.360,,7.080,45.3,7.0,62,,,,,0.764,1.109,3.00,
8/19/2015,12:00,WM,RL,1,,,,,,,,45.30,,,,0.010,,,22.5,5.0,107,,,,,-1.029,-0.685,19.80,
8/19/2015,12:00,BR,RL,1,,,,,,,,77.70,,,,0.250,,7.030,46.0,12.0,57,,,,,0.642,0.987,5.60,
8/20/2015,12:00,WM,RL,1,,,,,,,,45.60,,,,0.003,,,21.8,0.1,95,,,,,-1.580,-1.235,9.80,"OP, NOx below MDL and reported as half MDL"
8/20/2015,12:00,BR,RL,1,,,,,,,,77.50,,,,0.200,,7.170,45.6,15.0,74,,,,,0.432,0.776,8.10,
8/21/2015,12:00,WM,RL,1,,,,,,,,45.30,,,,0.010,,,21.2,11.0,130,,,,,-1.114,-0.769,20.40,
8/21/2015,12:00,BR,RL,1,,,,,,,,94.00,,,,0.170,,7.410,46.4,13.0,63,,,,,0.431,0.776,5.70,
8/22/2015,12:00,WM,RL,1,,,,,,,,46.70,,,,0.010,,,21.5,1.0,124,,,,,-1.093,-0.749,20.30,
8/22/2015,12:00,BR,RL,1,,,,,,,,93.20,,,,0.140,,7.190,46.8,14.0,53,,,,,0.422,0.767,3.40,
8/23/2015,12:00,WM,RL,1,,,,,,,,45.90,,,,0.010,,,20.8,5.0,100,,,,,-1.000,-0.655,11.10,
8/23/2015,12:00,BR,RL,1,,,,,,,,92.50,,,,0.130,,7.000,46.8,9.0,49,,,,,0.424,0.768,4.30,
8/24/2015,22:00,WM,DIEL,1,7.46,23.6,5.36,522.0,10.4,,,44.66,154.5,0.006,1.1,0.011,0.010,4.958,9.4,11.2,74,,,,,-0.639,-0.294,,
8/24/2015,6:00,WM,DIEL,1,7.36,23.6,3.84,515.0,11.4,,,44.92,153.7,0.012,1.1,0.016,0.015,4.916,9.2,11.4,79,,,,,-0.450,-0.106,,
8/24/2015,4:00,WM,DIEL,1,7.32,24.0,3.23,518.0,15.2,,,43.52,152.9,0.012,1.8,0.014,0.012,4.936,9.6,11.4,92,,,,,-0.549,-0.204,,
8/24/2015,14:00,WM,DIEL,1,7.32,23.6,2.90,518.0,10.2,,,43.80,153.7,0.006,1.1,0.016,0.015,4.911,9.6,12.7,81,,,,,-0.566,-0.221,,
8/24/2015,8:00,WM,DIEL,1,7.32,23.4,3.14,517.0,11.3,,,43.95,154.1,0.016,1.1,0.015,0.014,4.930,9.4,12.7,86,,,,,-0.443,-0.098,,
8/24/2015,18:00,WM,DIEL,1,7.29,23.7,2.65,520.0,11.5,,,44.00,154.9,0.020,1.2,0.019,0.018,4.970,9.8,13.4,78,,,,,-0.301,0.044,,
8/24/2015,20:00,WM,DIEL,1,7.33,24.0,2.40,520.0,13.4,,,43.26,153.3,0.020,1.6,0.012,0.010,4.872,9.2,13.8,84,,,,,-0.419,-0.074,,
8/24/2015,10:00,WM,DIEL,1,7.31,23.4,2.84,518.0,10.7,,,44.53,154.1,0.021,1.4,0.016,0.015,4.881,9.3,14.1,87,,,,,-0.371,-0.027,,
8/24/2015,16:00,WM,DIEL,1,7.29,23.6,2.18,518.0,10.0,,,44.45,154.5,0.015,1.2,0.017,0.016,4.863,9.4,14.3,78,,,,,-0.387,-0.042,,
8/24/2015,12:00,WM,DIEL,1,7.28,23.5,2.16,519.0,10.4,,,43.05,153.3,0.028,2.2,0.020,0.018,4.888,9.2,21.0,90,,,,,-0.273,0.072,,
8/24/2015,4:00,WM,RL,1,,,,,,,,46.80,,,,0.010,,,20.9,2.0,93,,,,,-0.968,-0.624,11.20,
8/24/2015,4:00,BR,RL,1,,,,,,,,89.50,,,,0.110,,6.200,44.7,10.0,51,,,,,0.334,0.678,6.30,
8/24/2015,8:15,BR,RL,1,,,,,,,,92.70,,,,0.203,0.498,6.670,46.4,16.0,53,,,,,0.583,0.928,9.00,
8/24/2015,9:15,WM,RL,1,,,,,,,,47.50,,,,0.010,,,21.4,10.0,95,,,,,-0.978,-0.633,10.30,
8/24/2015,12:00,BR,RL,1,,,,,,,,91.80,,,,0.110,,6.590,46.5,20.0,46,,,,,0.382,0.727,1.95,
8/24/2015,12:00,WM,RL,1,,,,,,,,45.80,,,,0.010,,,20.7,25.0,103,,,,,-1.014,-0.669,7.12,
8/25/2015,10:20,LS,SWMP,1,8.66,22.9,9.60,260,16.6,,,14.23,82.4,0.0060,0.6,0.025,0.024,0.872,8.2,1.4,64,,,,,-0.315,0.030,,
8/25/2015,8:19,DR,SWMP,1b,,,,,9.7,,,66.37,161.5,0.0400,8.4,0.180,0.172,7.243,19.3,6.8,59,,,,,0.572,0.916,,
8/25/2015,8:19,DR,SWMP,1,7.63,20.4,5.55,,9.5,23.79,5.44,65.47,161.9,0.0400,8.4,0.176,0.168,7.167,19.1,7.1,60,,,,,0.556,0.901,,
8/25/2015,8:19,DR,SWMP,2,7.63,20.4,5.57,,9.5,26.70,6.26,66.03,160.6,0.0350,8.4,0.199,0.191,7.175,19.8,7.2,60,,,,,0.591,0.936,,
8/25/2015,10:00,MO,SWMP,1,7.61,22.1,4.45,,13.2,,,44.92,157.0,0.011,1.0,0.020,0.019,4.865,9.0,11.7,97,,,,,-0.495,-0.151,,
8/25/2015,0:00,WM,DIEL,1,7.37,23.3,4.02,524.0,11.1,,,44.62,154.9,0.008,1.1,0.009,0.008,5.008,9.2,13.0,77,,,,,-0.656,-0.311,,
8/25/2015,2:00,WM,DIEL,1,7.31,23.1,3.00,516.0,11.7,,,44.17,154.9,0.010,1.4,0.013,0.012,4.997,9.4,13.3,77,,,,,-0.525,-0.180,,
8/25/2015,9:40,WM,SWMP,1,7.60,22.6,3.98,522.0,12.8,22.96,8.81,44.51,156.5,0.012,1.2,0.029,0.028,4.926,9.4,13.8,88,,,,,-0.332,0.013,,
8/25/2015,9:40,WM,SWMP,1b,,,,519.0,13.2,,,44.93,157.0,0.016,1.2,0.026,0.025,4.908,9.2,13.8,91,,,,,-0.336,0.009,,
8/25/2015,9:18,OL,SWMP,1,7.64,22.2,4.25,520,17.6,23.36,8.41,43.95,156.1,0.0160,1.3,0.022,0.021,5.171,9.1,13.8,99,,,,,-0.416,-0.071,,
8/25/2015,9:17,OL,SWMP,2,7.63,22.0,3.95,516,18.1,25.37,9.68,44.51,156.5,0.0110,1.3,0.020,0.019,5.118,8.9,14.0,100,,,,,-0.509,-0.164,,
8/25/2015,9:41,WM,SWMP,2,7.59,22.1,3.93,516.0,13.9,25.10,8.17,44.02,156.5,0.014,1.2,0.027,0.026,4.875,8.8,14.1,91,,,,,-0.346,-0.002,,
8/25/2015,6:00,WM,DIEL,1,7.31,22.8,2.67,527.0,12.3,,,44.93,154.9,0.026,1.5,0.013,0.012,5.005,9.2,14.1,82,,,,,-0.323,0.022,,
8/25/2015,7:52,BR,SWMP,2,7.49,18.1,6.86,,7.6,0.67,1.20,87.32,173.8,0.042,2.6,0.177,0.174,6.759,21.7,14.8,44,,,,,0.697,1.042,,
8/25/2015,7:53,BR,SWMP,1,7.50,17.9,6.76,759.0,9.4,1.38,2.48,89.12,174.2,0.045,2.7,0.192,0.189,6.730,23.1,15.1,47,,,,,0.703,1.047,,
8/25/2015,4:00,WM,DIEL,1,7.30,23.0,2.08,518.0,12.9,,,42.85,152.5,0.013,1.6,0.013,0.011,4.971,9.0,15.4,85,,,,,-0.514,-0.170,,
8/25/2015,12:00,WM,RL,1,,,,,,,,45.90,,,,0.010,,,20.4,15.0,100,,,,,-1.000,-0.655,13.75,
8/25/2015,12:00,BR,RL,1,,,,,,,,92.90,,,,0.110,,6.550,47.4,20.0,43,,,,,0.408,0.753,-1.27,
8/26/2015,12:00,BR,RL,1,,,,,,,,93.50,,,,0.100,,6.390,47.1,22.0,44,,,,,0.357,0.701,8.24,
8/26/2015,12:00,WM,RL,1,,,,,,,,46.50,,,,0.020,,,20.1,22.0,107,,,,,-0.730,-0.385,15.99,
8/27/2015,12:00,WM,RL,1,,,,,,,,45.70,,,,0.010,,,19.4,20.0,128,,,,,-1.106,-0.761,18.40,
8/27/2015,12:00,BR,RL,1,,,,,,,,97.20,,,,0.100,,6.300,48.2,22.0,41,,,,,0.384,0.729,7.00,
8/28/2015,12:00,WM,RL,1,,,,,,,,46.40,,,,0.010,,,19.7,12.0,130,,,,,-1.115,-0.771,27.92,
8/28/2015,12:00,BR,RL,1,,,,,,,,99.90,,,,0.090,,6.220,48.6,20.0,39,,,,,0.367,0.711,4.74,
8/29/2015,12:00,WM,RL,1,,,,,,,,47.30,,,,0.003,,,19.6,13.0,128,,,,,-1.710,-1.365,19.98,NOx below MDL and reported as half MDL 
8/29/2015,12:00,BR,RL,1,,,,,,,,102.00,,,,0.080,,5.910,48.6,19.0,40,,,,,0.300,0.645,1.14,
8/30/2015,4:00,WM,RL,1,,,,,,,,46.40,,,,0.003,,,19.1,6.0,80,,,,,-1.505,-1.160,12.49,NOx below MDL and reported as half MDL 
8/30/2015,4:00,BR,RL,1,,,,,,,,77.60,,,,0.760,,4.450,38.6,48.0,235,,,,,0.510,0.855,128.26,
8/30/2015,12:00,WM,RL,1,,,,,,,,46.00,,,,0.010,,,19.0,6.0,101,,,,,-1.003,-0.658,20.36,
8/30/2015,12:00,BR,RL,1,,,,,,,,76.90,,,,1.050,,5.220,40.3,50.0,172,,,,,0.786,1.131,60.04,
8/31/2015,4:00,WM,RL,1,,,,,,,,48.90,,,,0.010,,,20.1,2.0,70,,,,,-0.842,-0.497,9.02,
8/31/2015,4:00,BR,RL,1,,,,,,,,85.40,,,,0.540,,6.830,47.7,30.0,81,,,,,0.824,1.169,27.46,
8/31/2015,8:15,BR,RL,1,,,,,,,,87.10,,,,0.500,,6.940,47.1,21.0,73,,,,,0.834,1.179,13.89,
8/31/2015,8:40,WM,RL,1,,,,,,,,50.20,,,,0.010,,,20.8,7.0,92,,,,,-0.965,-0.620,14.71,
8/31/2015,12:00,WM,RL,1,,,,,,,,50.40,,,,0.010,,,20.8,10.0,104,,,,,-1.016,-0.672,19.66,
8/31/2015,12:00,BR,RL,1,,,,,,,,86.50,,,,0.660,,7.160,48.7,23.0,66,,,,,0.999,1.344,12.95,
9/1/2015,12:00,WM,RL,1,,,,,,,,50.00,,,,0.010,,,20.1,10.0,100,,,,,-1.002,-0.657,15.95,
9/1/2015,20:00,BR,RL,1,,,,,,,,75.10,,,,0.260,,7.290,46.5,22.0,57,,,,,0.659,1.004,10.19,
9/2/2015,12:00,WM,RL,1,,,,,,,,51.70,,,,0.050,,,20.5,13.0,101,,,,,-0.306,0.039,14.97,
9/3/2015,12:00,WM,RL,1,,,,,,,,53.10,,,,0.010,,,21.1,18.0,110,,,,,-1.041,-0.696,14.19,
9/3/2015,20:00,WM,RL,1,,,,,,,,53.50,,,,0.030,,,21.3,15.0,115,,,,,-0.583,-0.239,18.18,
9/3/2015,20:00,BR,RL,1,,,,,,,,82.70,,,,0.140,,7.130,52.2,21.0,54,,,,,0.415,0.759,5.65,
9/4/2015,4:00,WM,RL,1,,,,,,,,52.60,,,,0.020,,,20.8,11.0,94,,,,,-0.671,-0.327,13.32,
9/4/2015,4:00,BR,RL,1,,,,,,,,29.80,,,,,,5.140,21.4,109.0,510,,,,,,,354.30,
9/4/2015,12:00,WM,RL,1,,,,,,,,56.00,,,,0.222,0.822,,23.0,17.0,120,,,,,0.268,0.612,20.00,
9/4/2015,20:00,WM,RL,1,,,,,,,,47.30,,,,0.530,,,26.6,66.0,208,,,,,0.406,0.751,44.96,
9/5/2015,4:00,WM,RL,1,,,,,,,,41.80,,,,0.880,,,26.0,190.0,373,,,,,0.373,0.717,58.30,
9/5/2015,12:00,WM,RL,1,,,,,,,,42.50,,,,0.430,,,21.6,90.0,286,,,,,0.178,0.523,48.82,
9/6/2015,12:00,WM,RL,1,,,,,,,,29.70,,,,0.150,,,17.8,23.0,133,,,,,0.052,0.397,15.30,
9/7/2015,12:00,WM,RL,1,,,,,,,,33.80,,,,0.200,,,18.3,34.0,169,,,,,0.072,0.417,20.92,
9/7/2015,20:00,WM,RL,1,,,,,,,,29.40,,,,0.180,,,19.1,23.0,133,,,,,0.130,0.475,18.50,
9/8/2015,4:00,WM,RL,1,,,,,,,,31.00,,,,0.190,,,19.5,23.0,147,,,,,0.113,0.457,20.70,
9/8/2015,8:45,BR,RL,1,,,,,,,,58.00,,,,0.710,,9.880,42.1,62.0,108,,,,,0.819,1.163,16.69,
9/8/2015,12:00,WM,RL,1,,,,,,,,25.70,,,,0.110,,,19.2,7.0,124,,,,,-0.052,0.293,19.67,
9/8/2015,12:00,BR,RL,1,,,,,,,,58.40,,,,0.670,,8.810,41.8,40.0,101,,,,,0.822,1.166,11.49,
9/8/2015,20:00,WM,RL,1,,,,,,,,22.00,,,,0.050,,,19.2,4.0,93,,,,,-0.270,0.075,15.43,
9/9/2015,11:08,LS,SWMP,1,8.23,24.4,7.92,281,9.5,,,16.92,88.6,0.0140,0.0,0.029,,1.186,7.9,2.4,43,,,,,0.000,0.345,,NO2 below MDL and replaced with half MDL
9/9/2015,10:54,MO,SWMP,1,8.20,24.4,7.74,,11.0,,,17.53,89.4,0.019,1.4,0.034,0.033,1.372,8.0,2.8,57,,,,,-0.032,0.313,,
9/9/2015,10:30,WM,SWMP,2,8.00,24.5,7.48,286.0,11.3,25.63,4.65,18.22,90.7,0.022,1.7,0.041,0.039,1.502,8.0,2.8,55,,,,,0.059,0.404,,
9/9/2015,10:30,WM,SWMP,1b,,,,288.0,10.6,,,18.72,91.1,0.020,2.0,0.042,0.040,1.550,7.8,2.8,56,,,,,0.044,0.389,,
9/9/2015,10:30,WM,SWMP,1,8.03,24.5,7.44,287.0,10.4,25.10,4.81,19.35,91.1,0.018,2.1,0.047,0.045,1.549,7.8,3.2,54,,,,,0.081,0.425,,
9/9/2015,9:40,OL,SWMP,2,7.46,25.3,3.09,410,19.8,20.10,7.60,33.81,122.9,0.1180,19.3,0.257,0.238,6.780,8.0,20.0,116,,,,,0.510,0.854,,
9/9/2015,9:40,OL,SWMP,1,7.41,25.3,3.01,417,19.9,20.10,7.16,33.81,121.7,0.1230,19.5,0.256,0.237,6.220,8.0,20.8,119,,,,,0.503,0.848,,
9/9/2015,8:50,DR,SWMP,1,7.63,23.3,4.75,,17.0,7.57,0.85,53.75,160.1,0.1080,16.9,0.916,0.899,11.052,19.0,47.9,108,,,,,0.977,1.322,,
9/9/2015,8:50,DR,SWMP,1b,,,,,17.3,,,54.24,160.5,0.1110,16.8,0.940,0.923,11.046,19.2,48.3,109,,,,,0.984,1.329,,
9/9/2015,8:50,DR,SWMP,2,7.58,23.3,4.61,,17.2,8.90,0.45,53.96,160.5,0.1020,17.6,1.048,1.030,11.227,19.3,50.8,113,,,,,1.008,1.352,,
9/9/2015,8:20,BR,SWMP,1,7.63,22.6,6.17,645.0,11.2,1.34,-0.17,62.94,168.3,0.038,6.3,0.784,0.778,10.528,21.2,51.2,92,,,,,0.951,1.296,,
9/9/2015,8:21,BR,SWMP,2,7.63,22.6,6.18,,11.1,1.34,-0.17,63.45,169.5,0.027,6.6,0.704,0.697,10.613,20.6,57.4,89,,,,,0.915,1.259,,
9/9/2015,4:00,WM,RL,1,,,,,,,,30.50,,,,0.130,,,18.8,11.0,143,,,,,-0.041,0.303,30.72,
9/9/2015,12:00,WM,RL,1,,,,,,,,18.70,,,,0.010,,,19.4,3.0,76,,,,,-0.881,-0.536,18.31,
9/9/2015,12:00,BR,RL,1,,,,,,,,61.40,,,,0.480,,8.330,41.9,53.0,94,,,,,0.708,1.053,11.41,
9/10/2015,12:00,WM,RL,1,,,,,,,,17.00,,,,0.020,,,20.3,3.0,82,,,,,-0.613,-0.268,24.57,
9/10/2015,12:00,BR,RL,1,,,,,,,,66.30,,,,0.380,,8.440,42.8,42.0,87,,,,,0.640,0.985,10.17,
9/11/2015,12:00,WM,RL,1,,,,,,,,22.60,,,,0.030,,,20.2,12.0,101,,,,,-0.527,-0.183,22.66,
9/11/2015,12:00,BR,RL,1,,,,,,,,70.10,,,,0.320,,8.190,43.6,41.0,85,,,,,0.576,0.920,8.55,
9/12/2015,12:00,WM,RL,1,,,,,,,,17.10,,,,0.100,,,20.8,2.0,103,,,,,-0.013,0.332,48.09,
9/12/2015,12:00,BR,RL,1,,,,,,,,83.10,,,,0.430,,7.150,41.9,38.0,110,,,,,0.592,0.937,32.07,
9/13/2015,4:00,BR,RL,1,,,,,,,,32.20,,,,1.390,,7.240,33.9,202.0,421,,,,,0.519,0.863,91.78,
9/13/2015,12:00,WM,RL,1,,,,,,,,18.70,,,,0.050,,,20.2,3.0,81,,,,,-0.210,0.135,25.16,
9/13/2015,12:00,BR,RL,1,,,,,,,,29.60,,,,1.430,,8.310,29.4,228.0,364,,,,,0.594,0.939,32.47,
9/13/2015,20:00,BR,RL,1,,,,,,,,30.30,,,,1.260,,8.140,28.5,159.0,277,,,,,0.658,1.003,21.54,
9/14/2015,4:00,WM,RL,1,,,,,,,,27.80,,,,0.080,,,23.2,12.0,72,,,,,0.046,0.390,13.79,
9/14/2015,4:00,BR,RL,1,,,,,,,,33.60,,,,,,8.350,29.8,125.0,212,,,,,,,16.80,
9/14/2015,8:15,BR,RL,1,,,,,,,,35.80,,,,,,8.610,31.2,106.0,189,,,,,,,17.19,
9/14/2015,9:45,WM,RL,1,,,,,,,,28.30,,,,0.090,,,23.9,10.0,81,,,,,0.046,0.390,20.39,
9/14/2015,12:00,WM,RL,1,,,,,,,,33.30,,,,0.110,,,27.8,11.0,82,,,,,0.127,0.471,19.61,
9/14/2015,12:00,BR,RL,1,,,,,,,,37.90,,,,1.410,,8.430,32.4,96.0,175,,,,,0.906,1.251,14.68,
9/15/2015,12:00,WM,RL,1,,,,,,,,27.20,,,,0.100,,,23.7,7.0,69,,,,,0.162,0.507,15.56,
9/15/2015,12:00,BR,RL,1,,,,,,,,46.30,,,,1.370,,8.490,36.6,60.0,109,,,,,1.101,1.446,8.83,
9/16/2015,12:00,WM,RL,1,,,,,,,,36.40,,,,0.160,,,28.4,9.0,76,,,,,0.322,0.666,14.96,
9/16/2015,12:00,BR,RL,1,,,,,,,,53.20,,,,1.230,,8.350,39.5,50.0,88,,,,,1.148,1.493,4.34,
9/17/2015,12:00,WM,RL,1,,,,,,,,39.40,,,,0.140,,,30.0,5.0,70,,,,,0.302,0.646,12.94,
9/17/2015,12:00,BR,RL,1,,,,,,,,57.20,,,,1.040,,8.060,40.6,44.0,79,,,,,1.119,1.464,7.39,
9/18/2015,12:00,WM,RL,1,,,,,,,,39.00,,,,0.090,,,29.0,6.0,73,,,,,0.090,0.434,11.21,
9/18/2015,12:00,BR,RL,1,,,,,,,,61.50,,,,0.860,,7.840,41.6,41.0,75,,,,,1.061,1.405,2.18,
9/19/2015,12:00,WM,RL,1,,,,,,,,39.00,,,,0.070,,,29.0,4.0,68,,,,,0.012,0.357,10.74,
9/19/2015,12:00,BR,RL,1,,,,,,,,64.30,,,,0.710,,7.350,41.9,46.0,96,,,,,0.871,1.216,14.05,
9/20/2015,12:00,WM,RL,1,,,,,,,,38.30,,,,0.060,,,28.4,5.0,81,,,,,-0.132,0.213,21.09,
9/20/2015,12:00,BR,RL,1,,,,,,,,70.30,,,,0.660,,7.270,41.3,37.0,71,,,,,0.968,1.313,8.07,
9/21/2015,4:00,WM,RL,1,,,,,,,,40.00,,,,0.100,,,29.1,7.0,74,,,,,0.129,0.474,13.99,
9/21/2015,4:00,BR,RL,1,,,,,,,,84.60,,,,0.530,,7.410,42.3,37.0,71,,,,,0.874,1.219,9.55,
9/21/2015,8:36,BR,RL,1,,,,,,,,87.80,,,,0.520,,7.870,44.0,37.0,68,,,,,0.881,1.226,7.46,
9/21/2015,9:20,WM,RL,1,,,,,,,,40.30,,,,0.090,,,29.2,8.0,90,,,,,0.000,0.345,24.53,
9/28/2015,6:00,WM,DIEL,1,7.39,20.3,5.90,455.0,12.2,,,42.90,135.9,0.011,1.6,0.025,0.023,5.262,12.2,5.5,60,,,,,-0.222,0.123,,
9/28/2015,22:00,WM,DIEL,1,7.21,20.3,3.21,476.0,9.1,,,43.71,136.8,0.004,2.1,0.026,0.024,4.776,11.8,5.7,53,,,,,-0.247,0.098,,
9/28/2015,16:00,WM,DIEL,1,7.29,20.5,4.24,477.0,10.6,,,42.44,137.2,0.024,2.0,0.027,0.025,4.712,12.0,6.1,61,,,,,-0.078,0.267,,
9/28/2015,4:00,WM,DIEL,1,7.39,20.4,5.88,470.0,11.3,,,40.91,134.3,0.030,1.4,0.022,0.021,5.105,12.5,6.2,59,,,,,-0.055,0.290,,
9/28/2015,8:00,WM,DIEL,1,7.38,20.1,5.61,473.0,11.7,,,44.23,135.9,0.012,1.7,0.020,0.018,5.201,12.2,6.2,65,,,,,-0.308,0.037,,
9/28/2015,10:00,WM,DIEL,1,7.35,20.2,5.01,473.0,13.7,,,42.14,136.4,0.009,1.4,0.019,0.018,5.270,12.0,6.3,71,,,,,-0.404,-0.059,,
9/28/2015,18:00,WM,DIEL,1,7.21,20.3,2.97,478.0,13.5,,,42.22,136.8,0.013,1.7,0.025,0.023,4.747,11.6,6.4,72,,,,,-0.278,0.067,,
9/28/2015,14:00,WM,DIEL,1,7.32,20.3,4.81,475.0,9.7,,,43.19,136.8,0.019,2.0,0.030,0.028,4.816,12.2,7.4,62,,,,,-0.102,0.242,,
9/28/2015,20:00,WM,DIEL,1,7.24,20.2,3.09,475.0,12.1,,,42.44,135.5,0.012,1.5,0.022,0.021,4.782,12.0,8.0,61,,,,,-0.254,0.091,,
9/28/2015,12:00,WM,DIEL,1,7.28,20.3,3.92,470.0,13.9,,,43.06,134.7,0.024,1.3,0.022,0.021,5.288,12.2,8.4,75,,,,,-0.212,0.132,,
9/28/2015,12:00,WM,RL,1,,,,,,,,40.70,,,,0.010,,,26.7,12.0,50,,,,,-0.699,-0.354,1.08,
9/28/2015,12:00,BR,RL,1,,,,,,,,75.60,,,,0.160,,6.450,44.5,24.0,46,,,,,0.541,0.886,5.46,
9/29/2015,10:22,LS,SWMP,1,7.86,21.3,8.72,286,6.5,,,19.19,89.3,0.0020,1.1,0.026,0.025,0.567,8.2,4.1,42,,,,,-0.176,0.169,,
9/29/2015,9:11,OL,SWMP,1,7.47,21.0,6.25,483,7.8,27.06,6.34,43.89,138.5,0.0140,1.3,0.031,0.030,5.175,11.4,5.4,49,,,,,-0.037,0.308,,
9/29/2015,9:10,OL,SWMP,2,7.45,21.1,6.27,482,6.7,26.32,7.06,43.47,138.9,0.0110,1.4,0.030,0.029,5.125,11.7,5.5,49,,,,,-0.077,0.267,,
9/29/2015,2:00,WM,DIEL,1,7.23,20.5,3.24,476.0,9.0,,,42.30,135.1,0.009,2.2,0.027,0.025,4.743,11.4,5.5,49,,,,,-0.134,0.211,,
9/29/2015,6:00,WM,DIEL,1,7.29,20.7,4.74,479.0,8.0,,,42.28,136.8,0.009,1.1,0.025,0.024,4.693,11.8,5.6,47,,,,,-0.141,0.204,,
9/29/2015,9:32,WM,SWMP,1b,,,,481.0,7.8,,,43.43,138.5,0.008,1.5,0.027,0.026,5.141,11.0,6.0,62,,,,,-0.248,0.096,,
