Date,Time,Site,Project,Bottle,pH,Temp,DO,SpCond,Turb,ChlugL,Pheo,Cl,Alk,NH3,NO2,NOx,NO3,Si,SO4,OP,TP,TN,TDN,TN_TP_mass,TN_TP_molar,DIN_TP_mass,DIN_TP_molar,SS,Comment
6/8/2003,8:00,WM,DIEL,1,,,,752.0,105.0,,,63.69,168.3,0.324,79.9,3.198,3.118,7.758,30.4,4.5,155,,,,,1.357,1.702,,
6/8/2003,12:00,WM,DIEL,1,,,,707.0,101.0,,,61.15,157.2,0.244,65.7,2.124,2.058,7.643,27.1,7.0,201,,,,,1.070,1.415,,
6/8/2003,22:00,WM,DIEL,1,,,,549.0,152.0,,,44.59,138.1,0.386,40.1,0.418,0.377,7.009,16.2,7.7,264,,,,,0.483,0.828,,
6/8/2003,20:00,WM,DIEL,1,,,,553.0,139.0,,,45.22,138.1,0.379,38.7,1.014,0.975,6.386,16.5,7.7,229,,,,,0.784,1.129,,
6/8/2003,6:00,WM,DIEL,1,,,,763.0,76.3,,,64.33,170.0,0.333,80.9,3.651,3.570,7.707,30.1,8.1,126,,,,,1.499,1.843,,
6/8/2003,18:00,WM,DIEL,1,,,,486.0,157.0,,,40.55,124.0,0.302,23.3,0.300,0.277,6.047,13.3,8.8,258,,,,,0.368,0.713,,
6/8/2003,14:00,WM,DIEL,1,,,,668.0,90.7,,,57.11,152.1,0.223,49.4,2.354,2.304,7.275,24.9,9.2,216,,,,,1.076,1.421,,
6/8/2003,16:00,WM,DIEL,1,,,,519.0,181.0,,,45.65,123.1,0.216,24.1,0.305,0.281,6.356,15.9,14.2,300,,,,,0.239,0.584,,
6/9/2003,6:00,WM,DIEL,1,,,,672.0,190.0,,,63.91,136.4,0.560,93.6,3.876,3.783,6.594,23.2,6.2,258,,,,,1.236,1.581,,
6/9/2003,4:00,WM,DIEL,1,,,,701.0,200.0,,,67.73,142.7,0.456,77.3,3.831,3.754,6.594,24.4,6.6,285,,,,,1.178,1.523,,
6/9/2003,2:00,WM,DIEL,1,,,,754.0,166.0,,,71.97,157.7,0.380,63.3,3.424,3.360,7.074,27.3,7.0,305,,,,,1.097,1.441,,
6/9/2003,0:00,WM,DIEL,1,,,,614.0,147.0,,,51.38,145.3,0.400,49.3,1.226,1.177,7.233,20.6,8.4,287,,,,,0.754,1.098,,
6/16/2003,,LS,SWMP,1,8.26,20.7,8.28,339,28.4,,,18.14,91.5,0.0038,10.4,1.497,1.486,1.213,9.9,0.7,31,,,,,1.679,2.024,,"NH3, OP below MDL but reported as raw value"
6/16/2003,,OL,SWMP,2,7.47,19.9,5.22,595,94.1,6.23,-0.62,36.29,134.7,0.2405,55.6,8.607,8.551,8.612,17.7,0.7,102,,,,,1.937,2.281,,OP below MDL but reported as raw value
6/16/2003,,MO,SWMP,1,7.89,19.9,7.65,,33.2,,,19.20,94.9,0.022,15.0,2.146,2.131,1.838,10.4,0.8,37,,,,,1.773,2.117,,OP below MDL but reported as raw value
6/16/2003,,WM,SWMP,2,7.97,19.9,6.26,495.0,84.4,7.12,4.72,24.47,116.3,0.144,38.7,5.543,5.505,5.214,14.4,5.3,76,,,,,1.875,2.220,,
6/16/2003,,WM,SWMP,1,7.63,20.1,6.45,492.0,87.0,6.23,3.12,26.79,117.2,0.158,40.1,5.512,5.472,5.461,14.6,7.6,124,,,,,1.661,2.005,,
6/16/2003,,WM,SWMP,1b,,,,493.0,81.5,,,28.48,117.2,0.159,40.0,5.668,5.628,5.599,14.8,7.6,122,,,,,1.678,2.023,,
6/16/2003,,OL,SWMP,1,7.66,20.1,5.14,594,94.1,5.34,1.51,40.72,134.7,0.2369,55.6,8.400,8.344,8.500,17.8,9.5,105,,,,,1.916,2.261,,
6/16/2003,,DR,SWMP,1,7.81,18.3,7.37,,21.6,,,40.08,147.1,0.0529,30.9,9.057,9.026,9.560,21.8,26.9,83,,,,,2.042,2.387,,
6/16/2003,,SU,SWMP,1b,,,,670.0,26.4,1.00,0.17,43.88,147.5,0.078,34.4,9.022,8.987,9.897,22.4,27.4,87,,,,,2.020,2.365,,
6/16/2003,,SU,SWMP,1,7.74,18.5,7.25,668.0,27.6,1.07,-0.32,42.41,146.7,0.077,34.2,9.205,9.171,9.895,22.8,27.6,85,,,,,2.037,2.381,,
6/16/2003,,BR,SWMP,2,7.85,18.0,7.97,,17.5,1.78,1.96,40.93,148.4,0.038,21.5,9.140,9.118,9.285,22.5,28.8,71,,,,,2.114,2.459,,
6/16/2003,,SU,SWMP,2,7.70,18.6,7.18,670.0,231.0,,,43.25,148.0,0.065,33.4,8.957,8.923,9.781,22.3,29.0,73,,,,,2.090,2.434,,
6/16/2003,,BR,SWMP,1,7.88,18.0,7.99,670.0,22.0,1.00,0.40,40.93,148.8,0.048,21.3,8.778,8.757,9.299,23.6,38.6,68,,,,,2.111,2.456,,
6/30/2003,,LS,SWMP,1,7.92,20.2,7.34,316,3.8,,,15.89,91.1,0.0192,13.3,0.852,0.838,1.277,8.5,2.9,22,,,,,1.606,1.950,,
6/30/2003,,DR,SWMP,1,7.55,20.4,5.04,,14.0,,,69.49,172.1,0.0690,30.5,1.648,1.617,6.250,28.3,11.6,61,,,,,1.451,1.795,,
6/30/2003,,OL,SWMP,1,7.37,22.9,3.32,707,85.0,33.11,22.96,55.30,181.4,0.6672,39.8,0.252,0.212,8.263,23.7,14.7,133,,,,,0.840,1.184,,
6/30/2003,,MO,SWMP,1,7.58,23.5,3.62,,52.0,,,54.03,180.1,0.663,47.3,0.233,0.186,8.195,22.9,15.8,121,,,,,0.872,1.216,,
6/30/2003,,OL,SWMP,2,7.48,22.9,3.27,706,85.5,30.97,21.36,55.08,181.4,0.6754,39.9,0.189,0.149,8.420,23.7,16.5,140,,,,,0.789,1.134,,
6/30/2003,,WM,SWMP,2,7.42,23.2,3.40,696.0,61.0,25.81,27.15,54.66,181.4,0.685,47.3,0.203,0.156,8.260,23.3,18.9,116,,,,,0.885,1.230,,
6/30/2003,,SU,SWMP,2,7.47,21.2,5.60,772.0,13.7,,,76.27,164.9,0.096,26.2,1.508,1.482,6.384,27.1,19.7,52,,,,,1.486,1.831,,
6/30/2003,,SU,SWMP,1b,,,,771.0,12.0,3.92,1.32,73.09,164.9,0.111,26.7,1.540,1.513,6.353,27.4,19.9,87,,,,,1.280,1.624,,
6/30/2003,,SU,SWMP,1,7.50,21.2,5.63,774.0,11.0,4.98,0.25,77.12,164.9,0.110,26.5,1.513,1.486,6.543,27.7,20.4,92,,,,,1.247,1.592,,
6/30/2003,,WM,SWMP,1,7.41,23.5,3.84,695.0,65.1,21.36,21.00,54.66,181.4,0.676,48.0,0.203,0.154,8.163,23.5,20.5,117,,,,,0.874,1.219,,
6/30/2003,,WM,SWMP,1b,,,,697.0,62.1,,,54.66,181.4,0.675,48.2,0.197,0.149,8.623,23.1,20.7,166,,,,,0.721,1.065,,
6/30/2003,,BR,SWMP,1,7.77,20.4,6.75,784.0,15.0,1.34,0.77,75.64,161.9,0.034,21.2,2.180,2.159,5.875,30.4,24.5,63,,,,,1.549,1.894,,
6/30/2003,,BR,SWMP,2,7.78,20.7,6.91,,14.6,1.34,1.00,75.42,161.5,0.030,21.1,2.200,2.179,5.895,30.3,26.2,57,,,,,1.589,1.934,,
7/14/2003,,LS,SWMP,1,8.22,23.0,7.21,372,9.3,,,19.24,99.5,0.3000,16.8,0.903,0.886,2.290,10.1,2.7,33,,,,,1.564,1.909,,
7/14/2003,,MO,SWMP,1,7.96,23.1,5.98,,30.2,,,28.96,126.6,0.113,54.8,2.577,2.522,5.266,14.2,8.0,67,,,,,1.605,1.950,,
7/14/2003,,WM,SWMP,2,7.83,23.2,5.06,596.0,49.6,7.12,5.34,38.27,150.3,0.192,87.3,3.794,3.707,7.637,18.3,24.2,100,,,,,1.603,1.947,,
7/14/2003,,WM,SWMP,1b,,,,597.0,43.0,,,38.27,149.9,0.175,36.9,4.087,4.050,7.941,18.1,26.0,108,,,,,1.596,1.941,,
7/14/2003,,WM,SWMP,1,7.84,23.3,5.17,598.0,43.2,4.45,3.03,38.48,149.9,0.175,87.2,3.802,3.715,7.686,18.1,26.3,107,,,,,1.570,1.914,,
7/14/2003,,OL,SWMP,1,7.84,22.7,4.81,622,63.9,7.12,5.34,40.38,155.8,0.2278,100.2,3.785,3.685,8.324,18.8,28.3,126,,,,,1.502,1.846,,
7/14/2003,,OL,SWMP,2,7.82,22.5,4.76,622,63.7,7.12,5.34,40.17,158.4,0.2251,100.3,3.941,3.841,8.425,18.9,28.3,122,,,,,1.534,1.879,,
7/14/2003,,SU,SWMP,2,7.76,20.1,6.79,695.0,25.3,,,49.05,167.7,0.055,27.1,4.944,4.917,10.153,25.0,38.9,80,,,,,1.796,2.140,,
7/14/2003,,SU,SWMP,1b,,,,696.0,25.8,1.07,0.80,49.47,168.1,0.081,27.1,4.997,4.970,10.168,24.6,39.9,94,,,,,1.732,2.077,,
7/14/2003,,SU,SWMP,1,7.76,20.0,6.80,698.0,26.0,1.07,1.17,49.47,168.1,0.079,27.2,5.047,5.019,10.326,24.4,40.4,94,,,,,1.736,2.081,,
7/14/2003,,BR,SWMP,2,8.05,19.4,7.58,,14.8,0.67,0.03,48.20,167.3,0.048,17.9,5.291,5.273,9.840,25.6,43.6,72,,,,,1.872,2.217,,
7/14/2003,,BR,SWMP,1,8.08,19.1,7.70,698.0,16.1,0.67,-0.20,47.78,167.3,0.032,18.3,5.013,4.994,9.886,25.1,44.0,73,,,,,1.842,2.187,,
7/14/2003,,DR,SWMP,1,7.84,19.3,6.74,,18.1,,,47.15,167.7,0.0507,23.3,5.098,5.074,10.093,25.4,45.2,78,,,,,1.821,2.165,,
7/20/2003,20:00,WM,DIEL,1,,,,318.0,13.3,,,17.05,94.2,0.010,8.0,0.494,0.486,1.080,9.2,0.8,42,,,,,1.075,1.420,,"OP, NH3 below MDL but reported as raw value"
7/20/2003,16:00,WM,DIEL,1,,,,527.0,23.6,,,41.47,139.1,0.0080,27.9,0.265,0.237,1.591,16.6,1.4,129,,,,,0.326,0.671,,NH3 below MDL and reported as half MDL
7/20/2003,18:00,WM,DIEL,1,,,,404.0,18.5,,,25.89,111.1,0.002,14.9,0.341,0.326,1.299,12.0,1.6,71,,,,,0.685,1.030,,NH3 below MDL but reported as raw valu
7/20/2003,14:00,WM,DIEL,1,,,,565.0,22.3,,,46.11,146.8,0.003,31.0,0.189,0.158,1.818,18.0,1.6,140,,,,,0.140,0.484,,NH3 below MDL but reported as raw valu
7/20/2003,22:00,WM,DIEL,1,,,,333.0,24.2,,,19.16,98.8,0.025,10.2,0.473,0.463,1.166,9.6,1.6,62,,,,,0.908,1.252,,
7/20/2003,12:00,WM,DIEL,1,,,,557.0,28.6,,,43.16,144.2,0.009,30.1,0.230,0.200,1.932,16.8,2.2,138,,,,,0.238,0.582,,NH3 below MDL but reported as raw valu
7/20/2003,4:00,WM,DIEL,1,,,,539.0,66.3,,,42.74,137.9,0.080,35.5,0.334,0.299,1.954,16.4,2.4,145,,,,,0.457,0.802,,
7/20/2003,8:00,WM,DIEL,1,,,,496.0,47.1,,,36.42,129.4,0.101,28.7,0.299,0.271,1.830,14.8,4.0,143,,,,,0.449,0.793,,
7/20/2003,6:00,WM,DIEL,1,,,,481.0,28.0,,,33.68,125.1,0.094,25.7,0.377,0.351,1.875,14.4,4.7,92,,,,,0.708,1.052,,
7/20/2003,10:00,WM,DIEL,1,,,,523.0,35.0,,,38.32,139.6,0.099,25.6,0.163,0.138,1.960,14.8,6.2,134,,,,,0.290,0.635,,
7/21/2003,0:00,WM,DIEL,1,,,,370.0,21.9,,,21.26,103.5,0.044,12.4,0.349,0.337,1.210,10.3,4.0,63,,,,,0.795,1.140,,
7/21/2003,2:00,WM,DIEL,1,,,,422.0,37.8,,,27.16,115.0,0.068,17.4,0.307,0.289,1.383,12.1,7.4,98,,,,,0.584,0.929,,
7/21/2003,4:00,WM,DIEL,1,,,,537.0,73.8,,,40.42,138.7,0.094,27.8,0.256,0.228,1.689,16.9,9.9,142,,,,,0.391,0.736,,
7/21/2003,6:00,WM,DIEL,1,,,,525.0,57.8,,,38.53,136.2,0.132,26.5,0.219,0.193,1.702,15.5,13.3,145,,,,,0.383,0.728,,
7/28/2003,,LS,SWMP,1,8.12,22.8,7.80,343,23.1,,,18.14,98.0,0.0347,14.9,0.719,0.704,0.389,11.0,1.2,93,,,,,0.909,1.253,,
7/28/2003,,OL,SWMP,1,8.13,22.6,7.04,350,33.2,33.38,7.74,18.57,95.9,0.0444,14.4,0.646,0.631,0.530,11.2,2.7,73,,,,,0.977,1.322,,
7/28/2003,,WM,SWMP,2,8.13,22.6,7.15,346.0,42.3,29.37,12.22,18.14,95.4,0.044,14.0,0.634,0.620,0.525,11.1,3.1,93,,,,,0.863,1.207,,
7/28/2003,,MO,SWMP,1,8.14,22.7,7.28,,34.6,,,18.14,95.4,0.036,14.3,0.651,0.637,0.443,11.1,3.2,65,,,,,1.028,1.372,,
7/28/2003,,OL,SWMP,2,8.1,22.5,7.02,349,30.9,22.70,3.94,18.14,95.4,0.0450,14.7,0.618,0.604,0.492,11.1,3.4,65,,,,,1.009,1.353,,
7/28/2003,,WM,SWMP,1b,,,,346.0,31.8,,,18.14,94.6,0.049,14.2,0.646,0.632,0.525,10.8,5.7,73,,,,,0.981,1.326,,
7/28/2003,,WM,SWMP,1,8.16,22.7,7.10,346.0,33.2,25.37,8.28,18.35,94.6,0.054,14.0,0.663,0.649,0.513,10.8,6.1,72,,,,,0.998,1.343,,
7/28/2003,,BR,SWMP,2,7.72,21.1,6.89,,37.1,1.53,1.68,90.30,151.6,0.060,10.2,1.328,1.318,6.752,24.3,28.7,101,,,,,1.138,1.482,,
7/28/2003,,BR,SWMP,1,7.72,21.0,6.73,787.0,39.0,2.29,0.92,89.66,151.2,0.057,10.4,1.313,1.303,6.749,25.0,32.2,107,,,,,1.106,1.450,,
7/28/2003,,SU,SWMP,1b,,,,700.0,73.8,2.67,4.18,65.61,152.9,0.107,29.9,1.547,1.517,6.985,22.3,34.0,172,,,,,0.983,1.327,,
7/28/2003,,SU,SWMP,1,7.59,21.7,5.92,699.0,72.7,2.67,3.56,65.40,152.4,0.106,29.8,1.544,1.514,6.920,22.4,34.7,161,,,,,1.012,1.357,,
7/28/2003,,SU,SWMP,2,7.64,21.6,5.73,702.0,72.9,,,64.56,152.9,0.086,29.5,1.531,1.501,6.617,22.6,46.6,165,,,,,0.992,1.337,,
7/28/2003,,DR,SWMP,1,7.68,21.3,5.82,,47.6,,,67.09,151.2,0.0414,19.4,1.439,1.420,6.510,23.0,78.3,164,,,,,0.957,1.302,,
8/11/2003,,LS,SWMP,1,8.47,23.8,7.98,328,8.0,,,16.88,90.1,0.0096,4.1,0.386,0.382,0.871,10.5,1.0,43,,,,,0.968,1.313,,"OP, NH3 below MDL but reported as raw value"
8/11/2003,,WM,SWMP,2,7.91,23.4,6.14,405.0,39.1,24.56,10.20,21.46,109.5,0.138,12.4,0.100,0.087,2.250,10.5,10.2,120,,,,,0.296,0.640,,
8/11/2003,,WM,SWMP,1b,,,,391.0,22.9,,,21.88,109.1,0.139,12.6,0.091,0.078,2.258,10.8,13.3,148,,,,,0.191,0.535,,
8/11/2003,,WM,SWMP,1,7.95,23.6,6.28,393.0,22.3,85.97,19.06,22.08,109.1,0.139,12.6,0.083,0.070,2.093,10.8,13.4,114,,,,,0.288,0.633,,
8/11/2003,,MO,SWMP,1,7.90,23.6,6.41,,12.0,,,21.46,107.8,0.120,10.9,0.093,0.082,2.136,19.1,13.7,97,,,,,0.341,0.685,,
8/11/2003,,OL,SWMP,2,7.91,23.2,6.10,421,24.5,39.16,13.17,24.79,118.3,0.1033,10.1,0.006,,3.004,21.6,15.1,133,,,,,-0.086,0.259,,NOx below MDL and reported as half MDL
8/11/2003,,OL,SWMP,1,7.87,23.2,6.25,424,38.7,43.61,16.82,25.42,118.3,0.1122,10.5,0.006,,3.031,21.9,17.9,140,,,,,-0.072,0.273,,NOx below MDL and reported as half MDL
8/11/2003,,DR,SWMP,1,7.79,20.8,6.48,,13.7,,,64.17,184.5,0.0777,10.9,1.000,0.989,7.908,25.5,36.2,84,,,,,1.108,1.452,,
8/11/2003,,SU,SWMP,2,7.81,21.9,7.34,770.0,16.3,,,66.25,185.7,0.098,14.6,1.030,1.015,7.995,25.2,37.8,79,,,,,1.154,1.498,,
8/11/2003,,BR,SWMP,1,7.92,20.7,8.08,797.0,14.8,1.60,-0.11,70.63,182.4,0.032,2.7,0.814,0.811,7.588,30.3,42.9,78,,,,,1.033,1.378,,
8/11/2003,,SU,SWMP,1b,,,,772.0,16.3,2.14,0.85,67.29,185.3,0.112,14.5,1.041,1.026,8.103,25.3,43.3,89,,,,,1.113,1.457,,
8/11/2003,,SU,SWMP,1,7.76,22.1,7.32,771.0,16.0,3.20,2.03,67.29,185.7,0.114,14.6,1.048,1.033,8.110,25.6,43.4,90,,,,,1.112,1.456,,
8/11/2003,,BR,SWMP,2,7.92,20.9,8.15,,13.9,0.53,0.96,70.63,182.4,0.032,2.8,0.829,0.826,7.575,30.3,44.5,81,,,,,1.024,1.369,,
8/18/2003,18:00,WM,DIEL,1,,,,411.0,15.7,,,25.11,124.0,0.017,9.7,0.138,0.128,2.832,9.7,15.8,85,,,,,0.259,0.604,,
8/18/2003,16:00,WM,DIEL,1,,,,415.0,15.0,,,25.11,123.1,0.029,10.0,0.149,0.139,2.796,9.7,17.1,102,,,,,0.243,0.588,,
8/18/2003,4:00,WM,DIEL,1,,,,415.0,21.4,,,25.74,122.7,0.087,10.3,0.199,0.188,2.801,10.2,17.1,98,,,,,0.464,0.809,,
8/18/2003,8:00,WM,DIEL,1,,,,409.0,17.4,,,24.68,121.0,0.108,10.8,0.202,0.191,2.807,10.4,19.7,98,,,,,0.498,0.843,,
8/18/2003,6:00,WM,DIEL,1,,,,397.0,20.3,,,24.68,120.6,0.117,11.1,0.194,0.183,2.804,10.3,20.7,98,,,,,0.501,0.845,,
8/18/2003,20:00,WM,DIEL,1,,,,412.0,13.2,,,25.32,124.4,0.035,9.2,0.130,0.121,2.774,9.9,21.1,92,,,,,0.252,0.597,,
8/18/2003,10:00,WM,DIEL,1,,,,403.0,20.9,,,24.05,119.7,0.128,11.3,0.202,0.191,2.798,10.1,21.4,109,,,,,0.483,0.828,,
8/18/2003,14:00,WM,DIEL,1,,,,414.0,17.2,,,25.32,122.7,0.043,10.7,0.143,0.132,2.829,9.9,21.5,113,,,,,0.218,0.562,,
8/18/2003,12:00,WM,DIEL,1,,,,410.0,12.3,,,25.11,122.3,0.058,10.9,0.149,0.138,2.837,9.9,22.1,111,,,,,0.270,0.614,,
8/18/2003,22:00,WM,DIEL,1,,,,419.0,15.5,,,25.74,125.6,0.084,9.5,0.127,0.117,2.909,9.7,25.4,102,,,,,0.314,0.658,,
8/19/2003,4:00,WM,DIEL,1,,,,433.0,13.1,,,25.95,127.3,0.084,8.6,0.114,0.105,2.918,9.8,22.9,97,,,,,0.309,0.653,,
8/19/2003,6:00,WM,DIEL,1,,,,432.0,20.1,,,26.16,127.3,0.105,8.8,0.102,0.093,2.967,9.7,22.9,103,,,,,0.304,0.649,,
8/19/2003,2:00,WM,DIEL,1,,,,432.0,12.9,,,26.37,127.8,0.091,8.5,0.102,0.094,2.972,9.8,24.6,112,,,,,0.238,0.583,,
8/19/2003,0:00,WM,DIEL,1,,,,432.0,8.9,,,26.37,127.8,0.070,8.3,0.093,0.085,2.901,9.7,26.6,89,,,,,0.260,0.605,,
8/25/2003,,LS,SWMP,1,7.96,24.4,7.68,342,6.0,,,17.87,95.0,0.0065,4.2,0.534,0.529,1.271,9.8,3.3,27,,,,,1.298,1.642,,NH3 below MDL but reported as raw valu
8/25/2003,,SU,SWMP,2,7.94,23.2,7.50,762.0,16.6,,,86.17,186.7,0.022,0.5,0.007,,6.078,24.9,17.0,97,,,,,-0.523,-0.178,,"NOx, NO2 below MDL but reported as raw value"
8/25/2003,,SU,SWMP,1b,,,,763.0,16.3,19.76,8.65,86.17,187.1,0.037,0.2,0.006,,6.197,25.3,17.4,92,,,,,-0.336,0.009,,NOx below MDL and reported as half MDL; NO2 below MDL but reported as raw value
8/25/2003,,SU,SWMP,1,7.97,23.0,7.74,762.0,16.2,20.29,8.49,86.17,186.2,0.036,0.3,0.006,,6.188,25.2,17.4,93,,,,,-0.344,0.001,,NOx below MDL and reported as half MDL; NO2 below MDL but reported as raw value
8/25/2003,,MO,SWMP,1,7.68,23.0,5.83,,28.7,,,34.47,153.7,0.159,2.7,0.004,,3.261,15.5,25.7,124,,,,,0.118,0.463,,NOx below MDL but reported as raw value
8/25/2003,,BR,SWMP,1,7.78,20.0,7.52,807.0,12.7,4.01,1.84,99.15,178.6,0.050,1.1,0.156,0.155,6.506,31.7,29.1,62,,,,,0.524,0.869,,
8/25/2003,,BR,SWMP,2,7.78,19.6,6.96,,6.9,1.34,0.77,99.36,179.1,0.046,1.0,0.157,0.156,6.544,31.6,29.3,55,,,,,0.564,0.909,,
8/25/2003,,WM,SWMP,1b,,,,509.0,31.7,,,34.47,154.6,0.168,4.2,0.009,,3.330,8.4,29.7,133,,,,,0.125,0.470,,NOx below MDL but reported as raw value
8/25/2003,,WM,SWMP,1,7.54,23.1,5.00,506.0,30.4,14.69,11.48,34.26,155.4,0.168,4.2,0.010,,3.330,17.0,29.9,134,,,,,0.123,0.467,,NOx below MDL but reported as raw value
8/25/2003,,WM,SWMP,2,7.58,23.0,4.94,509.0,28.6,16.02,10.61,34.04,154.1,0.164,4.2,0.014,0.010,3.286,8.3,30.0,126,,,,,0.152,0.497,,
8/25/2003,,OL,SWMP,2,7.47,22.9,4.13,515,28.4,14.69,9.14,35.32,157.5,0.1526,3.4,0.006,,3.449,17.5,32.1,121,,,,,0.118,0.463,,NOx below MDL and reported as half MDL
8/25/2003,,OL,SWMP,1,7.49,22.7,4.12,516,29.2,11.35,7.34,34.89,157.9,0.1539,3.3,0.006,,3.438,17.3,32.3,117,,,,,0.134,0.479,,NOx below MDL and reported as half MDL
8/25/2003,,DR,SWMP,1,7.79,22.1,6.01,,19.0,,,93.62,186.2,0.0379,4.0,0.101,0.097,6.121,24.4,39.2,111,,,,,0.097,0.441,,
9/8/2003,,LS,SWMP,1,8.34,21.9,8.60,336,5.9,,,17.58,94.3,0.0051,2.4,0.251,0.248,0.706,9.4,1.8,41,,,,,0.792,1.137,,NH3 below MDL but reported as raw valu
9/8/2003,,MO,SWMP,1,7.69,21.7,6.09,,7.3,,,48.73,162.7,0.080,7.3,0.027,0.019,2.368,18.5,10.3,55,,,,,0.288,0.633,,
9/8/2003,,OL,SWMP,2,7.62,21.4,5.22,615,9.5,20.69,3.60,52.54,169.5,0.0571,4.5,0.007,,2.300,22.3,11.0,80,,,,,-0.093,0.252,,NOx below MDL but reported as raw value
9/8/2003,,OL,SWMP,1,7.62,21.5,5.23,615,9.5,21.69,2.14,52.75,168.6,0.0621,4.5,0.011,0.007,2.330,22.2,11.7,72,,,,,0.008,0.352,,
9/8/2003,,WM,SWMP,2,7.65,21.3,5.19,592.0,8.4,8.34,2.17,48.52,165.7,0.091,7.7,0.026,0.018,2.289,10.1,13.6,66,,,,,0.244,0.588,,
9/8/2003,,WM,SWMP,1b,,,,590.0,8.4,,,49.15,165.7,0.095,7.6,0.026,0.018,2.387,19.9,14.4,63,,,,,0.281,0.626,,
9/8/2003,,WM,SWMP,1,7.66,21.4,5.38,590.0,8.8,6.41,2.56,49.15,165.7,0.093,7.6,0.027,0.019,2.252,19.8,14.4,65,,,,,0.268,0.612,,
9/8/2003,,DR,SWMP,1,7.72,19.3,5.53,,15.6,,,104.87,194.4,0.0707,14.4,0.474,0.459,7.394,14.6,23.3,79,,,,,0.837,1.182,,
9/8/2003,,SU,SWMP,2,7.68,20.1,5.91,851.0,8.0,,,118.22,163.2,0.069,20.6,0.602,0.581,7.383,13.7,24.2,81,,,,,0.917,1.262,,
9/8/2003,,BR,SWMP,1,7.91,18.4,7.66,830.0,11.2,3.00,1.90,97.46,175.8,0.031,0.6,0.332,,5.982,38.6,26.6,65,,,,,0.749,1.093,,NO2 below MDL but reported as raw value
9/8/2003,,BR,SWMP,2,7.92,18.4,7.74,,15.7,3.67,1.94,98.09,175.8,0.034,0.6,0.333,,5.905,17.8,27.1,74,,,,,0.695,1.040,,NO2 below MDL but reported as raw value
9/8/2003,,SU,SWMP,1b,,,,850.0,8.1,11.01,2.30,119.92,163.2,0.074,20.9,0.593,0.572,7.850,13.7,28.9,82,,,,,0.912,1.257,,
9/8/2003,,SU,SWMP,1,7.69,20.1,5.86,849.0,7.8,9.08,1.76,119.49,162.7,0.073,20.9,0.598,0.577,7.642,13.8,29.0,85,,,,,0.898,1.243,,
9/14/2003,4:00,WM,DIEL,1,,,,590.0,16.4,,,53.05,165.7,0.095,5.4,0.004,,1.653,21.4,8.7,77,,,,,0.108,0.453,,NOx below MDL but reported as raw value
9/14/2003,10:00,WM,DIEL,1,,,,601.0,15.0,,,53.47,167.0,0.083,1.7,0.006,,1.632,21.6,9.9,74,,,,,0.079,0.424,,NOx below MDL and reported as half MDL
9/14/2003,20:00,WM,DIEL,1,,,,602.0,9.2,,,53.47,166.5,0.036,1.0,0.006,,1.478,20.9,10.0,62,,,,,-0.172,0.173,,NOx below MDL and reported as half MDL
9/14/2003,18:00,WM,DIEL,1,,,,600.0,7.5,,,53.47,166.5,0.026,0.7,0.001,,1.358,20.9,11.0,62,,,,,-0.357,-0.013,,NOx below MDL but reported as raw value
9/14/2003,16:00,WM,DIEL,1,,,,598.0,10.1,,,53.05,166.5,0.027,0.7,0.006,,1.386,20.6,11.0,63,,,,,-0.288,0.057,,NOx below MDL and reported as half MDL
9/14/2003,14:00,WM,DIEL,1,,,,598.0,8.7,,,53.26,166.5,0.031,1.1,0.006,,1.477,20.4,11.1,69,,,,,-0.269,0.076,,NOx below MDL and reported as half MDL
9/14/2003,8:00,WM,DIEL,1,,,,592.0,17.0,,,53.26,167.0,0.084,1.6,0.006,,1.548,20.7,11.7,102,,,,,-0.054,0.291,,NOx below MDL and reported as half MDL
9/14/2003,6:00,WM,DIEL,1,,,,581.0,11.4,,,53.47,167.0,0.067,1.5,0.006,,1.512,20.9,13.2,69,,,,,0.025,0.370,,NOx below MDL and reported as half MDL
9/14/2003,22:00,WM,DIEL,1,,,,603.0,8.2,,,53.26,166.5,0.041,1.0,0.002,,1.402,20.8,13.3,60,,,,,-0.154,0.190,,NOx below MDL but reported as raw value
9/14/2003,12:00,WM,DIEL,1,,,,596.0,10.3,,,53.26,166.5,0.063,1.7,0.004,,1.577,21.1,13.5,64,,,,,0.017,0.361,,NOx below MDL but reported as raw value
9/15/2003,0:00,WM,DIEL,1,,,,611.0,9.8,,,53.26,166.1,0.052,0.9,0.007,,1.440,20.5,14.1,64,,,,,-0.038,0.306,,NOx below MDL but reported as raw value
9/15/2003,6:00,WM,DIEL,1,,,,607.0,9.1,,,52.84,166.5,0.074,3.2,0.004,,1.415,20.6,14.2,63,,,,,0.094,0.438,,NOx below MDL but reported as raw value
9/15/2003,2:00,WM,DIEL,1,,,,603.0,6.0,,,53.26,166.1,0.047,1.1,0.003,,1.389,21.1,14.8,58,,,,,-0.066,0.279,,NOx below MDL but reported as raw value
9/15/2003,4:00,WM,DIEL,1,,,,604.0,9.1,,,50.53,166.1,0.073,0.9,0.036,0.035,1.407,21.0,14.9,62,,,,,0.245,0.589,,
9/22/2003,,LS,SWMP,1,8.08,20.7,8.29,331,24.3,,,18.34,94.8,0.0218,2.8,0.275,0.272,0.788,9.2,5.5,72,,,,,0.618,0.962,,
